Name,Nationality,Age,↓OVA,POT,Club,Positions,Best Position,Value,Wage,Release Clause,Total Stats,Underpaid_Score
J. Payne,England,25,64,68,"



Swindon Town","CAM, LM",CAM,€825K,3000,€1M,1662,0.021333333333333333
M. Galvan,Mexico,27,64,65,"



FC Juárez",ST,ST,€675K,4000,€932K,1617,0.016
Chumi,Spain,21,64,79,"



UD Almería",CB,CB,€1.4M,2000,€2.1M,1515,0.032
J. Toledo,Peru,24,64,67,"



Cusco FC",RB,RB,€750K,500,€1.1M,1445,0.128
L. Davis,England,20,64,77,"



Leeds United","LB, CB",LB,€1.3M,12000,€2.1M,1527,0.005333333333333333
G. Sawyer,England,34,64,64,"



Plymouth Argyle","CB, LB",CB,€190K,3000,€298K,1558,0.021333333333333333
S. Rénot,France,30,64,65,"



ESTAC Troyes",GK,GK,€450K,2000,€656K,1000,0.032
D. Churlinov,North Macedonia,19,64,79,"



VfB Stuttgart","LM, LW",RM,€1.4M,3000,€2.4M,1589,0.021333333333333333
Roberto López,Spain,20,64,79,"



Real Sociedad","CAM, CM",CAM,€1.4M,5000,€2.7M,1498,0.0128
C. Vanhoutte,Belgium,21,64,73,"



KSV Cercle Brugge","CDM, CM",CDM,€1.2M,2000,€1.1M,1711,0.032
A. Appiah,England,19,64,84,"



UD Almería","LM, RM",LW,€1.6M,1000,€2.5M,1544,0.064
E. Fryers,England,27,64,64,"



Swindon Town","CB, LB",CB,€550K,3000,€700K,1718,0.021333333333333333
M. Şengezer,Turkey,23,64,71,"



Medipol Başakşehir FK",GK,GK,€1M,5000,€998K,951,0.0128
F. Acuña,Paraguay,35,64,64,"



Sol de América",CB,CB,€150K,500,€301K,1599,0.128
O. Cissé,Mali,29,64,64,"



Leyton Orient","CDM, CM",CB,€500K,4000,€656K,1590,0.016
R. Decostere,Belgium,22,64,71,"



KSV Cercle Brugge","RB, RM, CDM",RB,€1.1M,2000,€949K,1646,0.032
Fernando Medeiros,Brazil,24,64,70,"



Portimonense SC","CB, CDM",CB,€850K,2000,€1.3M,1707,0.032
J. Galeano,Argentina,31,64,64,"



Central Córdoba",CM,CDM,€475K,3000,€544K,1677,0.021333333333333333
P. Dimitriadis,Sweden,33,64,64,"



AIK","CB, CM",CB,€275K,2000,€263K,1760,0.032
N. Holm,Norway,19,64,75,"



Vitória Guimarães",ST,ST,€1.3M,2000,€1.7M,1539,0.032
J. Handl,Austria,22,64,71,"



FK Austria Wien",CB,CB,€1.1M,4000,€949K,1361,0.016
I. Villalba,Paraguay,25,64,70,"



Sol de América","CB, RB",CB,€825K,500,€1.3M,1419,0.128
E. Kabangu,Belgium,22,64,71,"



Willem II",LW,LM,€1.2M,3000,€1.1M,1549,0.021333333333333333
S. Ambri,France,22,64,73,"



FC Sochaux-Montbéliard","LM, ST, LWB",ST,€1.3M,1000,€1.4M,1586,0.064
G. Laura,France,24,64,68,"



Paris FC",ST,ST,€850K,2000,€1.1M,1623,0.032
Óscar Pinchi,Spain,24,64,71,"



CF Fuenlabrada","ST, RM, LM",RM,€1.2M,2000,€1.1M,1702,0.032
J. Pritchard,England,23,64,70,"



Accrington Stanley","LM, RM",CAM,€925K,1000,€1.2M,1719,0.064
M. Rusike,Zimbabwe,30,64,64,"



Stabæk Fotball",ST,RW,€575K,1000,€531K,1627,0.064
Y. Takahashi,Japan,27,64,66,"



Kashiwa Reysol",CB,CB,€625K,3000,€629K,1422,0.021333333333333333
A. Ferati,Germany,22,64,73,"



SV Waldhof Mannheim","CAM, RM, LM",LM,€1.3M,1000,€1.2M,1701,0.064
S. Nordli,Norway,20,64,77,"



Aalesunds FK","CM, LM",CAM,€1.4M,900,€1.6M,1730,0.07111111111111111
A. Seko,Japan,20,64,75,"



Cerezo Osaka",CB,CB,€1.2M,1000,€1.1M,1466,0.064
A. Fontana,United States,20,64,69,"



Philadelphia Union",CAM,CAM,€875K,2000,€945K,1725,0.032
T. St. Jago,Netherlands,20,64,76,"



FC Utrecht",CB,CB,€1.3M,2000,€1.3M,1539,0.032
A. Engin,Germany,23,64,70,"



MSV Duisburg","RM, LM",RM,€925K,850,€1M,1607,0.07529411764705882
Yang Kuo,China PR,27,64,65,"



Henan Jianye FC",RWB,RWB,€625K,3000,€731K,1648,0.021333333333333333
S. Jacob,Germany,27,64,64,"



1. FC Saarbrücken","ST, CAM",ST,€625K,2000,€689K,1572,0.032
R. Salinas,Paraguay,32,64,64,"



River Plate Asunción",CB,CB,€375K,500,€645K,1665,0.128
A. Palavecino,Argentina,23,64,72,"



Deportivo Cali",CAM,CAM,€1.3M,750,€1M,1650,0.08533333333333333
D. Bertrand,France,27,64,64,"



AS Nancy Lorraine","RM, LM",RM,€625K,2000,€831K,1533,0.032
E. Sánchez,Bolivia,27,64,64,"



Club Blooming","CF, CM",CF,€625K,500,€1M,1493,0.128
J. Knight,England,22,64,73,"



Wycombe Wanderers",CM,CDM,€1.3M,13000,€0,1689,0.004923076923076923
T. Thomas,England,24,64,70,"



AFC Wimbledon",CB,CB,€850K,2000,€1.1M,1615,0.032
R. Peña,Venezuela,23,64,70,"



Houston Dynamo",ST,ST,€925K,2000,€1M,1489,0.032
K. Woolery,England,25,64,66,"



Tranmere Rovers","LM, RM",RM,€725K,3000,€1M,1547,0.021333333333333333
Marcelo Vildeia,Brazil,24,64,64,"



Grêmio",ST,CF,€675K,6000,€950K,1672,0.010666666666666666
R. Meléndez,Chile,21,64,77,"



Audax Italiano","CAM, LM",CAM,€1.4M,1000,€1.7M,1644,0.064
K. Wright,Sierra Leone,24,64,68,"



Örebro SK","LB, LWB",LWB,€775K,1000,€696K,1598,0.064
K. Getinger,Poland,31,64,64,"



Stal Mielec",LB,LB,€425K,1000,€439K,1728,0.064
M. Roffo,Argentina,20,64,80,"



Boca Juniors",GK,GK,€1.4M,2000,€1.7M,982,0.032
M. Leverbe,France,23,64,70,"



Chievo Verona",CB,CB,€850K,850,€963K,1488,0.07529411764705882
G. Busio,United States,18,64,77,"



Sporting Kansas City","CM, CAM",CAM,€1.4M,700,€1.7M,1782,0.09142857142857143
R. Sugimoto,Japan,27,64,64,"



Yokohama FC","LM, RM",LM,€625K,3000,€0,1557,0.021333333333333333
D. Sanderson,England,20,64,78,"



Wolverhampton Wanderers","RB, CB",CB,€1.3M,10000,€2.3M,1568,0.0064
G. Assulin,Israel,29,64,64,"



Politehnica Iaşi",LW,LW,€575K,3000,€608K,1525,0.021333333333333333
J. Velásquez,Peru,21,64,67,"



Cusco FC","CDM, CB",CB,€750K,500,€1.2M,1438,0.128
R. Boukari,Togo,33,64,64,"



La Berrichonne de Châteauroux",ST,ST,€375K,2000,€481K,1631,0.032
D. Raum,Germany,22,64,73,"



SpVgg Greuther Fürth","LB, LM",LM,€1.3M,2000,€1.1M,1749,0.032
R. Sottil,Italy,21,64,79,"



Cagliari","LW, RW",CAM,€1.4M,9000,€0,1564,0.0071111111111111115
G. Cooper,England,23,64,70,"



Plymouth Argyle",LWB,LM,€875K,3000,€1.1M,1757,0.021333333333333333
M. Galmarini,Argentina,38,64,64,"



Club Atlético Tigre","RB, RM",RB,€130K,2000,€116K,1720,0.032
M. Lund,Northern Ireland,29,64,64,"



Rochdale","CM, CDM",CDM,€575K,2000,€744K,1813,0.032
F. Torres,Ecuador,23,64,72,"



Santos Laguna",CB,CB,€1.2M,5000,€1.1M,1481,0.0128
A. Boryachuk,Ukraine,24,64,71,"



Çaykur Rizespor",ST,ST,€1.2M,3000,€1.4M,1551,0.021333333333333333
M. Meulensteen,Netherlands,20,64,70,"



RKC Waalwijk",CB,CDM,€825K,1000,€949K,1784,0.064
Liu Yun,China PR,25,64,67,"



Wuhan Zall","RM, RW, CM",CAM,€775K,3000,€934K,1754,0.021333333333333333
Yang Xu,China PR,33,64,64,"



Shanghai Greenland Shenhua FC",ST,ST,€375K,5000,€426K,1612,0.0128
J. Tévez,Argentina,32,64,64,"



Universidad Católica del Ecuador","CF, ST",CF,€475K,500,€753K,1575,0.128
C. Morris,England,24,64,71,"



Milton Keynes Dons",ST,ST,€1.2M,3000,€0,1600,0.021333333333333333
L. Paz,Colombia,31,64,64,"



América de Cali","CDM, CM",CDM,€400K,600,€490K,1714,0.10666666666666667
A. Syhre,Germany,25,64,69,"



Hallescher FC","CB, CDM",CB,€775K,1000,€801K,1382,0.064
V. Melgar,Bolivia,32,64,64,"



Always Ready",CDM,CDM,€400K,500,€645K,1694,0.128
N. Kainourgios,Greece,21,64,73,"



SV Zulte-Waregem",LB,LB,€1.3M,2000,€1.1M,1635,0.032
S. Abdulhamid,Saudi Arabia,20,64,76,"



Al Ittihad",RB,RB,€1.3M,6000,€1.4M,1592,0.010666666666666666
S. Giménez,Mexico,19,64,82,"



Cruz Azul","ST, CF",ST,€1.5M,8000,€2.3M,1575,0.008
A. Dandea,Romania,32,64,64,"



Astra Giurgiu",CB,CB,€375K,3000,€405K,1511,0.021333333333333333
J. Tartarotti,Austria,20,64,73,"



SCR Altach","CM, CAM, LM",CAM,€1.3M,2000,€1.2M,1783,0.032
F. Konaté,Mali,19,64,77,"



Famalicão",RB,RB,€1.3M,1000,€2.1M,1612,0.064
A. Šabanadžović,Bosnia Herzegovina,21,64,73,"



AEK Athens","CM, CDM",CAM,€1.3M,500,€1.7M,1733,0.128
C. Senior,England,23,64,72,"



Colchester United",RM,RM,€1.3M,4000,€1.3M,1610,0.016
Z. Rogelj,Slovenia,20,64,75,"



WSG Tirol","RB, RM",RB,€1.2M,2000,€1.2M,1690,0.032
D. Erdmann,Germany,29,64,64,"



TSV 1860 München","CDM, CB",CB,€500K,700,€544K,1592,0.09142857142857143
J. Hayes,United States,25,64,71,"



Minnesota United FC","CDM, CM",CM,€1.1M,2000,€978K,1711,0.032
T. Sugeno,Japan,36,64,64,"



Hokkaido Consadole Sapporo",GK,GK,€60K,800,€100K,1012,0.08
J. Björkengren,Sweden,21,64,73,"



Lecce","CDM, CM",CDM,€1.2M,5000,€1.3M,1702,0.0128
B. Richards-Everton,England,28,64,65,"



Bradford City",CB,CB,€550K,5000,€821K,1469,0.0128
N. Manzambi,Switzerland,23,64,73,"



Real Sporting de Gijón",ST,ST,€1.3M,2000,€1.3M,1551,0.032
Y. Kaabouni,France,25,64,69,"



FC Sochaux-Montbéliard","CDM, CM",CM,€775K,1000,€1M,1769,0.064
M. Kvasina,Austria,23,64,69,"



KV Oostende",ST,ST,€900K,3000,€953K,1492,0.021333333333333333
A. Pululu,Angola,21,64,78,"



FC Basel 1893","LM, ST",ST,€1.4M,3000,€2.1M,1599,0.021333333333333333
G. Roberts,England,36,64,64,"



Wigan Athletic","CAM, LM",CAM,€190K,1000,€263K,1654,0.064
E. Herrera,Colombia,21,64,75,"



Famalicão",LB,RWB,€1.3M,2000,€1.6M,1660,0.032
P. Akouokou,Ivory Coast,22,64,72,"



Real Betis","CM, CDM",CM,€1.3M,5000,€1.5M,1729,0.0128
Nito Carbelho,Brazil,28,64,64,"



Fluminense","ST, CAM",CF,€600K,6000,€903K,1655,0.010666666666666666
B. Kemper,Netherlands,21,64,73,"



ADO Den Haag",LB,CB,€1.3M,2000,€1M,1584,0.032
P. Johansson,Sweden,25,64,69,"



Kalmar FF","RWB, RM",RWB,€800K,1000,€696K,1676,0.064
A. Rossipal,Germany,24,64,70,"



SV Sandhausen","LWB, LB, CB",LWB,€875K,2000,€990K,1586,0.032
H. Al Shamrani,Saudi Arabia,23,64,73,"



Al Ittihad","CB, LB",CB,€1.2M,7000,€1.2M,1812,0.009142857142857144
Y. Schmid,Switzerland,25,64,70,"



FC Vaduz",CB,CB,€825K,2000,€908K,1492,0.032
R. Colclough,England,25,64,67,"



Scunthorpe United","LM, RM",RM,€775K,5000,€1M,1564,0.0128
I. Ssewankambo,Sweden,24,64,69,"



Östersunds FK","CDM, CM",CDM,€800K,1000,€729K,1697,0.064
Nico Melamed,Spain,19,64,80,"



RCD Espanyol","CAM, CM, LM",CAM,€1.5M,1000,€2.1M,1568,0.064
Ismael,Spain,19,64,77,"



Atlético Madrid","CM, CDM",CAM,€1.4M,6000,€2.2M,1691,0.010666666666666666
D. Miya,Japan,24,64,68,"



Sagan Tosu",CB,CB,€750K,1000,€696K,1432,0.064
Pablo Gozálbez,Spain,19,64,79,"



Valencia CF","CAM, CF",CAM,€1.4M,4000,€2.7M,1693,0.016
J. Hernández,Mexico,23,64,74,"



Club Atlas",GK,GK,€1.1M,2000,€1.1M,1004,0.032
V. Moren,Finland,29,64,65,"



HJK Helsinki",CB,CB,€550K,500,€946K,1342,0.128
M. Reinthaler,Italy,25,64,68,"



FC Hansa Rostock",CB,CB,€725K,1000,€801K,1629,0.064
D. Iapichino,Switzerland,29,64,64,"



FC Sion",LB,LB,€525K,7000,€544K,1674,0.009142857142857144
B. Pringle,England,31,64,64,"



Morecambe",LM,LM,€475K,3000,€700K,1759,0.021333333333333333
Erik,Brazil,19,64,79,"



Al Ain FC",LB,LM,€1.3M,500,€2.5M,1737,0.128
E. Hewitt,Wales,26,64,66,"



Grimsby Town","RB, CM",RWB,€675K,2000,€867K,1649,0.032
J. Flores,Bolivia,26,64,67,"



Club Bolívar","LB, LM",LB,€700K,500,€1.1M,1578,0.128
S. Sissoko,France,21,64,77,"



Stade de Reims","RB, LB",RB,€1.4M,4000,€2.1M,1634,0.016
Q. Moll,Germany,29,64,64,"



TSV 1860 München","CB, CDM, CM",CB,€500K,700,€544K,1723,0.09142857142857143
J. Ortiz,Ecuador,24,64,70,"



Delfín SC","CDM, CAM",CDM,€850K,500,€1.4M,1600,0.128
M. Cañete,Argentina,21,64,72,"



Unión de Santa Fe",ST,CAM,€1.3M,3000,€1.1M,1586,0.021333333333333333
D. Löfquist,Sweden,33,64,64,"



Mjällby AIF","CM, CAM",CM,€350K,950,€344K,1785,0.06736842105263158
Bruno Ramires,Brazil,26,64,67,"



Os Belenenses","CM, CDM",CDM,€750K,2000,€1.2M,1705,0.032
Y. Hoshi,Japan,27,64,64,"



Oita Trinita",LM,LM,€625K,1000,€594K,1671,0.064
B. Shea,United States,30,64,64,"



Inter Miami","LB, LM",LB,€500K,2000,€525K,1829,0.032
Y. Zahary,Comoros,21,64,73,"



Pau FC","CB, RB",CB,€1.2M,1000,€0,1417,0.064
D. Rosić,Serbia,23,64,72,"



CF Fuenlabrada",GK,GK,€1.1M,1000,€0,957,0.064
A. Borysiuk,Poland,28,64,64,"



Jagiellonia Białystok","CDM, CM",CDM,€525K,2000,€540K,1808,0.032
B. Cargill,England,24,64,70,"



Milton Keynes Dons",CB,CB,€850K,2000,€1.1M,1532,0.032
G. Torres,Colombia,24,64,70,"



Atlético Nacional","RM, RW, ST",ST,€925K,1000,€1M,1718,0.064
A. Romero,Venezuela,24,64,70,"



Crotone",CM,CDM,€925K,3000,€1.2M,1642,0.021333333333333333
Jeka,Ukraine,22,64,73,"



Boavista FC","LM, ST",ST,€1.3M,2000,€1.6M,1557,0.032
M. Cebula,Poland,24,64,68,"



Raków Częstochowa","LM, RM",RM,€850K,2000,€855K,1777,0.032
Migue,Spain,23,64,72,"



FC Groningen",RB,RB,€1.2M,5000,€0,1672,0.0128
T. Hall,Luxembourg,23,64,73,"



Gil Vicente FC",CB,CB,€1.2M,2000,€1.4M,1353,0.032
Y. Tello,Peru,30,64,64,"



Deportivo Binacional",CDM,CDM,€500K,500,€806K,1530,0.128
J. Ericsson,Sweden,26,64,65,"



Falkenbergs FF","LWB, LM",LWB,€625K,900,€596K,1662,0.07111111111111111
R. Fulgencio,Mexico,20,64,80,"



Tigres U.A.N.L.",RM,RM,€1.5M,7000,€2.2M,1722,0.009142857142857144
B. Wiles,England,21,64,75,"



Rotherham United",CM,RM,€1.3M,7000,€1.6M,1794,0.009142857142857144
M. Marshall,Jamaica,33,64,64,"



Northampton Town","RM, RWB, LM",RM,€375K,3000,€481K,1753,0.021333333333333333
H. Osorio,Colombia,32,64,64,"



Jorge Wilstermann",ST,ST,€475K,500,€753K,1639,0.128
Strefezza,Brazil,23,64,72,"



SPAL","RM, LM",RM,€1.3M,7000,€1.4M,1522,0.009142857142857144
A. Gomis,France,27,64,66,"



USL Dunkerque",CB,CB,€625K,2000,€867K,1397,0.032
R. Janicki,Poland,27,64,65,"



Wisła Kraków",CB,CB,€600K,1000,€641K,1571,0.064
N. Thaller,Argentina,21,64,72,"



Club Atlético Lanús",CB,CB,€1.2M,3000,€1M,1442,0.021333333333333333
T. Mølgaard,Denmark,23,64,70,"



Vejle Boldklub",RB,RB,€875K,2000,€798K,1642,0.032
M. Ignatov,Russia,20,64,81,"



Spartak Moscow",CAM,CAM,€1.5M,8000,€2.2M,1623,0.008
P. Nymann,Denmark,37,64,64,"



AC Horsens",RB,RB,€130K,2000,€100K,1723,0.032
B. Spittal,Scotland,24,64,70,"



Ross County FC","LM, RM, CM",RM,€925K,2000,€1.2M,1595,0.032
T. Basila,France,21,64,79,"



FC Nantes","CB, RB",CB,€1.4M,4000,€2.4M,1455,0.016
M. Jamal,United Arab Emirates,26,64,68,"



Al Ain FC","CDM, CM",CM,€725K,500,€1.2M,1702,0.128
J. Mertens,Belgium,20,64,74,"



Waasland-Beveren","RB, RM",RB,€1.2M,2000,€1.1M,1659,0.032
J. Rodríguez,Colombia,24,64,71,"



Club Necaxa","ST, CAM, LM",RM,€1.2M,3000,€1.2M,1698,0.021333333333333333
J. Sheehan,Wales,25,64,67,"



Newport County","CM, CAM, CDM",CM,€775K,3000,€1M,1788,0.021333333333333333
B. Saavedra,Chile,22,64,73,"



Coquimbo Unido",LB,LB,€1.3M,750,€969K,1525,0.08533333333333333
E. Chilufya,Zambia,20,64,79,"



Djurgårdens IF","LW, RW",LW,€1.4M,2000,€1.9M,1584,0.032
S. Benda,Germany,21,64,76,"



Swansea City",GK,GK,€1.3M,3000,€1.4M,902,0.021333333333333333
J. Jones,England,22,64,73,"



Coventry City","RW, LW, RM",LM,€1.3M,9000,€1.4M,1590,0.0071111111111111115
Igor,Brazil,22,64,75,"



Fiorentina","CB, LB",CB,€1.2M,8000,€1.3M,1517,0.008
O. Vâlceanu,Romania,23,64,72,"



Academica Clinceni",GK,GK,€1.1M,950,€775K,923,0.06736842105263158
G. Frabotta,Italy,21,64,73,"



Juventus",LB,LB,€1.3M,9000,€1.2M,1569,0.0071111111111111115
Iñigo Muñoz,Spain,23,64,72,"



C.D. Castellón","RM, LM, LB",RM,€1.3M,2000,€1.2M,1641,0.032
A. Vera,Paraguay,32,64,64,"



Sol de América","CM, CDM",CM,€450K,500,€753K,1720,0.128
M. Wintzheimer,Germany,21,64,77,"



Hamburger SV",ST,ST,€1.4M,3000,€1.9M,1549,0.021333333333333333
F. Knudsen,Norway,23,64,73,"



FK Haugesund",CB,CB,€1.2M,950,€906K,1363,0.06736842105263158
K. Cabral,France,20,64,76,"



Valenciennes FC","LM, LW, ST",RM,€1.4M,1000,€1.6M,1592,0.064
S. Toshima,Japan,24,64,68,"



Kashiwa Reysol","CM, LM",CAM,€825K,2000,€762K,1791,0.032
F. Götze,Germany,22,64,73,"



FC Augsburg","CB, CDM",CB,€1.2M,5000,€1.3M,1499,0.0128
S. Farhan,Saudi Arabia,23,64,73,"



Al Raed",CDM,CB,€1.2M,4000,€1.2M,1574,0.016
H. Dotson,United States,23,64,71,"



Minnesota United FC","CDM, CM, LB",CDM,€1.1M,2000,€978K,1671,0.032
H. Ibusuki,Japan,29,64,64,"



Shonan Bellmare",ST,ST,€575K,1000,€563K,1376,0.064
E. Puña,Bolivia,34,64,64,"



Always Ready",CM,CM,€275K,500,€473K,1711,0.128
P. Pfeiffer,Germany,20,64,79,"



SV Darmstadt 98","CB, LB",CB,€1.3M,3000,€2.1M,1390,0.021333333333333333
J. Bonham,Republic of Ireland,26,64,68,"



Gillingham",GK,GK,€625K,2000,€776K,1145,0.032
Ahn Tae Hyun,Korea Republic,27,64,65,"



Sangju Sangmu FC","LB, RB, RW",LB,€625K,1000,€596K,1677,0.064
A. Sanaia,Georgia,30,64,64,"



Rodez Aveyron Football","CB, LWB",CB,€475K,1000,€656K,1627,0.064
P. Laredo,Bolivia,27,64,67,"



Jorge Wilstermann","CDM, RB",CDM,€675K,500,€1.1M,1655,0.128
M. Ito,Japan,27,64,66,"



Yokohama F. Marinos","CB, RB",CB,€625K,3000,€653K,1424,0.021333333333333333
A. Soubervie,France,36,64,64,"



FC Chambly Oise",RWB,RWB,€130K,950,€140K,1600,0.06736842105263158
J. Davenport,England,21,64,76,"



Blackburn Rovers","CDM, CM",CDM,€1.4M,6000,€1.6M,1625,0.010666666666666666
S. Diomande,Ivory Coast,19,64,79,"



Olympique Lyonnais",CB,CB,€1.3M,6000,€2.3M,1492,0.010666666666666666
M. Dyrestam,Guinea,28,64,66,"



Sarpsborg 08 FF","CB, RWB",CB,€600K,1000,€596K,1632,0.064
Vitinho,Brazil,20,64,75,"



KSV Cercle Brugge",RB,RWB,€1.2M,2000,€1.2M,1629,0.032
R. Aabid,France,28,64,64,"



Hatayspor","RM, CDM",RM,€600K,4000,€878K,1708,0.016
Robert Sanchez,Spain,22,64,75,"



Brighton & Hove Albion",GK,GK,€1.1M,7000,€1.3M,1094,0.009142857142857144
A. Brunst,Germany,24,64,69,"



Vejle Boldklub",GK,GK,€700K,2000,€596K,1048,0.032
A. Taoui,France,18,64,76,"



Toulouse Football Club","ST, RW, LW",ST,€1.4M,800,€1.5M,1564,0.08
J. Ojala,Finland,31,64,64,"



Vejle Boldklub",CB,CB,€400K,3000,€406K,1381,0.021333333333333333
M. Dyngeland,Norway,24,64,70,"



IF Elfsborg",GK,GK,€750K,900,€689K,1091,0.07111111111111111
C. Ngonge,Belgium,20,64,74,"



RKC Waalwijk","RW, LW, ST",ST,€1.3M,2000,€1.2M,1588,0.032
D. Oko,Poland,23,64,72,"



Zagłębie Lubin",CB,CB,€1.2M,2000,€930K,1316,0.032
G. Shitolo,South Africa,30,64,64,"



Orlando Pirates","CDM, CB",CB,€500K,500,€806K,1587,0.128
C. Wyke,England,27,64,64,"



Sunderland",ST,ST,€625K,4000,€831K,1596,0.016
Afonso Taira,Portugal,28,64,65,"



Os Belenenses","CDM, CM",CDM,€575K,2000,€956K,1710,0.032
P. Mullins,United States,28,64,64,"



Toronto FC",ST,ST,€600K,2000,€713K,1519,0.032
Sergio Moreno,Spain,21,64,77,"



CD Mirandés","ST, RW, LW",ST,€1.4M,2000,€0,1424,0.032
M. Quiroga,Bolivia,28,64,64,"



Nacional Potosí",CM,CM,€575K,500,€968K,1692,0.128
M. Mešanović,Bosnia Herzegovina,29,64,64,"



Denizlispor","ST, RM",ST,€575K,7000,€900K,1553,0.009142857142857144
R. Dâlbea,Romania,38,64,64,"



FC Hermannstadt",CDM,CDM,€110K,2000,€135K,1569,0.032
T. Figueroa,Mexico,21,64,76,"



Pachuca","RM, RW",LM,€1.4M,3000,€1.5M,1545,0.021333333333333333
S. Ngom,Senegal,27,64,65,"



Stade Malherbe Caen","ST, RW",ST,€675K,2000,€984K,1612,0.032
Y. Thuram,France,31,64,64,"



Amiens SC",GK,GK,€300K,1000,€540K,1144,0.064
M. Dobrescu,Romania,27,64,64,"



Academica Clinceni",LB,LB,€575K,1000,€540K,1554,0.064
S. Mustivar,Haiti,30,64,64,"



FC Hermannstadt","CDM, CM",CDM,€500K,2000,€506K,1686,0.032
C. Conteh,Germany,20,64,78,"



Feyenoord","LW, RW",LW,€1.4M,3000,€2M,1481,0.021333333333333333
B. Dickenson,England,27,64,64,"



Carlisle United","LWB, LM",LWB,€575K,3000,€700K,1829,0.021333333333333333
C. Gasper,United States,24,64,71,"



Minnesota United FC","LB, CB",LB,€1.1M,2000,€978K,1462,0.032
R. Ion,Romania,19,64,79,"



FCSB (Steaua)","CAM, LM",CAM,€1.4M,2000,€2M,1568,0.032
K. Burger,Germany,25,64,69,"



1. FC Magdeburg","CB, LB",CB,€775K,1000,€801K,1516,0.064
Martín,Spain,20,64,78,"



Rayo Vallecano","CB, CDM",CB,€1.3M,1000,€2.1M,1360,0.064
Saúl Crespo,Spain,23,64,73,"



SD Ponferradina","CDM, CM, CB",CB,€1.2M,2000,€1.1M,1720,0.032
B. Rother,Germany,23,64,69,"



FC Hansa Rostock",CDM,CB,€800K,1000,€839K,1657,0.064
S. Daham,Algeria,24,64,71,"



FC Sochaux-Montbéliard","CM, CAM, CDM",RM,€1.2M,1000,€1.2M,1766,0.064
L. Amarilla,Paraguay,24,64,68,"



Minnesota United FC",ST,ST,€850K,4000,€0,1551,0.016
P. Dárdai,Germany,21,64,76,"



Hertha BSC","LM, RM",LM,€1.4M,7000,€1.5M,1544,0.009142857142857144
A. Khammas,Morocco,21,64,73,"



Waasland-Beveren",LB,LM,€1.3M,2000,€1M,1629,0.032
G. Jones,Wales,24,64,69,"



Bolton Wanderers","RB, LB, RWB",RB,€825K,3000,€958K,1663,0.021333333333333333
S. Goss,England,24,64,69,"



Shrewsbury",CM,CM,€875K,2000,€1.1M,1757,0.032
A. Kol,Turkey,19,64,79,"



Galatasaray SK","ST, LM",ST,€1.4M,8000,€2.5M,1638,0.008
Lapeña,Spain,24,64,70,"



C.D. Castellón","CB, CDM, RB",CB,€850K,2000,€963K,1539,0.032
J. Ayala,Argentina,32,64,64,"



Rosario Central",GK,GK,€300K,3000,€413K,987,0.021333333333333333
I. Poveda,England,20,64,78,"



Leeds United","RM, LM, CAM",LM,€1.4M,14000,€2.6M,1474,0.004571428571428572
J. Bakali,France,18,64,78,"



AS Monaco","RW, LW, ST",RW,€1.4M,5000,€2.3M,1520,0.0128
H. Sy,Mauritania,24,64,71,"



USL Dunkerque",LB,LB,€1.1M,1000,€1.1M,1539,0.064
David Alba,Spain,21,64,77,"



Getafe CF",CB,CB,€1.4M,4000,€2.2M,1271,0.016
J. Chabalala,South Africa,28,64,65,"



Orlando Pirates",CB,CB,€550K,500,€1M,1368,0.128
E. Hernández,Mexico,37,64,64,"



Club Atlas",GK,GK,€60K,2000,€77K,1181,0.032
D. Baumann,Germany,25,64,69,"



FC Würzburger Kickers","ST, CAM",ST,€875K,5000,€975K,1623,0.0128
C. Harriott,Guyana,26,64,65,"



Colchester United","LM, RM",LW,€700K,4000,€958K,1641,0.016
